Os10g0525500	GO:0006749
Os10g0525500	GO:0004364
Os10g0525500	GO:0005737
Os05g0155100	GO:0022625
Os08g0154700	GO:0071013
Os08g0154700	GO:0005688
Os08g0154700	GO:0046540
Os08g0154700	GO:0000932
Os08g0154700	GO:0000398
Os08g0154700	GO:1990726
Os08g0154700	GO:0003723
Os11g0465200	GO:0016709
Os11g0465200	GO:0016020
Os08g0563200	GO:0005634
Os08g0563200	GO:0003700
Os08g0563200	GO:0003680
Os03g0213800	GO:0009941
Os03g0213800	GO:0005743
Os03g0213800	GO:0000095
Os03g0341200	GO:0070182
Os04g0416700	GO:0046658
Os04g0416700	GO:0009506
Os08g0496900	GO:0005794
Os08g0496900	GO:0005768
Os08g0496900	GO:0016020
Os08g0496900	GO:0005802
Os08g0496900	GO:0072657
Os07g0181100	GO:0008308
Os07g0181100	GO:0006873
Os07g0181100	GO:0005886
Os04g0576800	GO:0006488
Os04g0576800	GO:0003865
Os04g0576800	GO:0005783
Os04g0576800	GO:0019408
Os04g0576800	GO:0016095
Os06g0215600	GO:0016629
Os06g0215600	GO:0009695
Os06g0215600	GO:0016491
Os06g0215600	GO:0031408
Os01g0616400	GO:0005829
Os01g0616400	GO:0061158
Os01g0616400	GO:0003730
Os10g0181200	GO:0009507
Os10g0181200	GO:0005739
Os03g0197100	GO:0005887
Os03g0197100	GO:0005351
Os03g0180800	GO:0009611
Os03g0180800	GO:0005634
Os03g0180800	GO:2000022
Os03g0180800	GO:0031347
Os03g0180800	GO:0005515
Os01g0696000	GO:0009507
Os06g0610350	GO:0043565
Os06g0610350	GO:0005634
Os06g0610350	GO:0003700
Os06g0610350	GO:0010014
Os04g0103700	GO:0006468
Os04g0103700	GO:0005886
Os04g0103700	GO:0004674
Os05g0568100	GO:0005759
Os05g0568100	GO:0008198
Os05g0568100	GO:0006879
Os05g0568100	GO:0005737
Os05g0568100	GO:0036455
Os05g0568100	GO:0051537
Os05g0568100	GO:0051539
Os01g0103100	GO:0016021
Os01g0103100	GO:0015333
Os01g0103100	GO:0035673
Os01g0103100	GO:1904680
Os05g0430400	GO:0003924
Os05g0430400	GO:0005739
Os03g0626100	GO:0000151
Os03g0626100	GO:0006511
Os03g0626100	GO:0061630
Os03g0626100	GO:0032436
Os03g0626100	GO:0005737
Os03g0626100	GO:0000209
Os03g0626100	GO:0031624
Os03g0184600	GO:0016616
Os03g0184600	GO:0016491
Os06g0226700	GO:0043565
Os06g0226700	GO:0005634
Os06g0226700	GO:0003700
Os02g0463500	GO:0019748
Os10g0514700	GO:0016709
Os10g0514700	GO:0016020
Os07g0636000	GO:0009982
Os07g0636000	GO:0031429
Os07g0636000	GO:0031120
Os07g0636000	GO:1990481
Os07g0636000	GO:0031118
Os07g0636000	GO:0000495
Os04g0529800	GO:0005887
Os04g0529800	GO:0005351
Os03g0821100	GO:0051082
Os03g0821100	GO:0042026
Os03g0821100	GO:0042623
Os03g0821100	GO:0016887
Os03g0821100	GO:0005524
Os03g0821100	GO:0005737
Os03g0821100	GO:0051085
Os03g0821100	GO:0044183
Os03g0821100	GO:0031072
Os03g0821100	GO:0051787
Os03g0821100	GO:0006986
Os03g0821100	GO:0034620
Os03g0821100	GO:0034605
Os08g0199300	GO:0016887
Os08g0199300	GO:0009651
Os08g0199300	GO:0005829
Os08g0199300	GO:0005737
Os08g0199300	GO:1900425
Os08g0199300	GO:1901001
Os08g0199300	GO:0003924
Os08g0199300	GO:0005524
Os08g0199300	GO:0005525
Os08g0199300	GO:0005515
Os03g0165400	GO:0005773
Os03g0165400	GO:0004565
Os03g0165400	GO:0005618
Os01g0505600	GO:0019722
Os01g0505600	GO:0005634
Os01g0505600	GO:0051300
Os03g0706500	GO:0043565
Os03g0706500	GO:0005634
Os03g0706500	GO:0003700
Os03g0706500	GO:0048831
Os03g0706500	GO:2000032
Os08g0342400	GO:0004412
Os08g0342400	GO:0004072
Os08g0342400	GO:0009090
Os10g0531900	GO:0005634
Os10g0531900	GO:0003700
Os01g0230200	GO:0001228
Os01g0230200	GO:0005634
Os07g0408100	GO:0006364
Os07g0408100	GO:0000027
Os07g0408100	GO:0030174
Os07g0408100	GO:0097344
Os07g0408100	GO:0005656
Os07g0408100	GO:0006267
Os03g0603800	GO:0004175
Os03g0603800	GO:0005634
Os03g0603800	GO:0005887
Os10g0200000	GO:0006468
Os10g0200000	GO:0005886
Os10g0200000	GO:0004674
Os01g0587400	GO:0006468
Os01g0587400	GO:0005886
Os01g0587400	GO:0004674
Os06g0229066	GO:0004176
Os06g0229066	GO:0006508
Os06g0229066	GO:0009535
Os06g0229066	GO:0010027
Os06g0229066	GO:0009941
Os06g0229066	GO:0010205
Os06g0229066	GO:0010206
Os06g0229066	GO:0010304
Os10g0198900	GO:0005886
Os09g0442900	GO:0005794
Os09g0442900	GO:0005737
Os09g0442900	GO:0009507
Os04g0660100	GO:0009741
Os04g0660100	GO:0009826
Os04g0660100	GO:0005515
Os06g0142800	GO:0006355
Os06g0142800	GO:0005829
Os06g0142800	GO:0008469
Os06g0142800	GO:0035242
Os06g0142800	GO:0019919
Os06g0142800	GO:0034969
Os07g0157900	GO:0008296
Os07g0534700	GO:0006468
Os07g0534700	GO:0005886
Os07g0534700	GO:0004674
Os07g0586500	GO:0016925
Os07g0586500	GO:0019948
Os07g0586500	GO:0005737
Os07g0586500	GO:0031510
Os07g0586500	GO:0032446
Os04g0140666	GO:0002229
Os04g0140666	GO:0005886
Os04g0140666	GO:0042742
Os04g0140666	GO:0006952
Os04g0140666	GO:0004675
Os03g0332100	GO:0004497
Os07g0108200	GO:0042910
Os07g0108200	GO:0006855
Os12g0556300	GO:0043565
Os12g0556300	GO:0080142
Os12g0556300	GO:0005634
Os12g0556300	GO:0003700
Os02g0573300	GO:0005794
Os02g0573300	GO:0030173
Os06g0185700	GO:0009451
Os07g0571600	GO:0005504
Os07g0571600	GO:0006631
Os07g0571600	GO:0009570
Os07g0162100	GO:0016491
Os08g0116900	GO:0005794
Os08g0116900	GO:0006486
Os08g0116900	GO:0005783
Os07g0163500	GO:0009507
Os07g0163500	GO:0009570
Os07g0163500	GO:0009793
Os01g0168100	GO:0051015
Os01g0168100	GO:0005774
Os02g0770700	GO:0004197
Os02g0770700	GO:0005634
Os02g0770700	GO:0005737
Os02g0770700	GO:0051307
Os02g0770700	GO:0072686
Os02g0770700	GO:0005813
Os07g0568000	GO:0000145
Os07g0568000	GO:0001927
Os07g0568000	GO:0051601
Os09g0557800	GO:0016020
Os09g0557800	GO:0072657
Os04g0381400	GO:0042171
Os04g0381400	GO:0055088
Os04g0381400	GO:0052689
Os04g0381400	GO:0004623
Os03g0709000	GO:0004602
Os03g0709000	GO:0005635
Os03g0709000	GO:0004364
Os03g0709000	GO:0005783
Os03g0300900	GO:0005794
Os03g0263700	GO:0032469
Os03g0263700	GO:0005794
Os03g0263700	GO:0005789
Os03g0263700	GO:0006816
Os06g0203200	GO:0004497
Os12g0167900	GO:0022625
Os12g0167900	GO:0003735
Os12g0167900	GO:0000027
Os06g0304600	GO:0004190
Os06g0304600	GO:0006508
Os06g0304600	GO:0030163
Os04g0573200	GO:0005615
Os04g0573200	GO:0004784
Os04g0573200	GO:0019430
Os04g0573200	GO:0005507
Os04g0573200	GO:0008270
Os04g0573200	GO:0005737
Os04g0573200	GO:0016532
Os03g0181675	GO:0005886
Os03g0181675	GO:0016021
Os03g0181675	GO:0042626
Os12g0444800	GO:0008171
Os12g0444800	GO:0005829
Os12g0444800	GO:0008757
Os12g0444800	GO:0019438
Os03g0776900	GO:0030150
Os03g0776900	GO:0001671
Os03g0776900	GO:0001405
Os06g0151300	GO:0030008
Os06g0151300	GO:0017112
Os06g0151300	GO:0006888
Os04g0688100	GO:0004601
Os04g0688100	GO:0009506
Os04g0688100	GO:0009505
Os07g0569550	GO:0002229
Os07g0569550	GO:0005886
Os07g0569550	GO:0042742
Os07g0569550	GO:0006952
Os07g0569550	GO:0004675
Os02g0802200	GO:0009505
Os02g0802200	GO:0004566
Os06g0611600	GO:0004126
Os06g0611600	GO:0009972
Os06g0611600	GO:0005829
Os06g0611600	GO:0008270
Os01g0616900	GO:0006241
Os01g0616900	GO:0003883
Os01g0616900	GO:0042802
Os01g0616900	GO:0019856
Os09g0573200	GO:0003714
Os09g0573200	GO:0005634
Os02g0768700	GO:0043565
Os02g0768700	GO:0005634
Os01g0296700	GO:0046556
Os01g0296700	GO:0009505
Os01g0296700	GO:0045493
Os01g0296700	GO:0031222
Os01g0296700	GO:0009044
Os07g0497400	GO:0005634
Os07g0497400	GO:0005829
Os07g0497400	GO:0006517
Os07g0497400	GO:0000224
Os07g0497400	GO:0006516
Os07g0497400	GO:0006515
Os08g0119200	GO:0009507
Os01g0749300	GO:0043565
Os01g0749300	GO:0005634
Os01g0749300	GO:0003700
Os01g0749300	GO:0000978
Os01g0749300	GO:0061408
Os01g0749300	GO:0034605
Os05g0108000	GO:0009982
Os05g0108000	GO:0006400
Os05g0108000	GO:0005739
Os05g0108000	GO:1990481
Os02g0477700	GO:0009611
Os02g0477700	GO:0046856
Os02g0477700	GO:0046855
Os02g0477700	GO:0010087
Os02g0477700	GO:0009637
Os02g0477700	GO:0009737
Os02g0477700	GO:0007584
Os02g0477700	GO:0048364
Os02g0477700	GO:0010252
Os02g0477700	GO:0010182
Os02g0477700	GO:0009630
Os02g0477700	GO:0009846
Os02g0477700	GO:0004439
Os04g0255600	GO:0016709
Os04g0255600	GO:0016020
Os04g0255600	GO:0042343
Os02g0147700	GO:0051276
Os02g0147700	GO:0042023
Os02g0147700	GO:0003690
Os02g0147700	GO:0005634
Os02g0147700	GO:0009330
Os03g0350300	GO:0030515
Os03g0350300	GO:0032040
Os03g0350300	GO:0031428
Os04g0249500	GO:0016157
Os10g0487300	GO:0030870
Os10g0487300	GO:0032508
Os10g0487300	GO:0000784
Os10g0487300	GO:0000724
Os10g0487300	GO:0007131
Os10g0487300	GO:0071479
Os10g0487300	GO:0006974
Os10g0487300	GO:0016233
Os10g0487300	GO:0006312
Os10g0487300	GO:0003684
Os10g0487300	GO:0042770
Os10g0487300	GO:0007095
Os10g0487300	GO:0003678
Os10g0487300	GO:0005515
Os08g0137300	GO:0008375
Os02g0821800	GO:0032040
Os02g0821800	GO:0031167
Os02g0821800	GO:0003723
Os02g0821800	GO:1990258
Os02g0821800	GO:0015030
Os02g0821800	GO:1990259
Os02g0821800	GO:0008649
Os02g0821800	GO:0000494
Os02g0821800	GO:0031428
Os10g0326900	GO:0006468
Os10g0326900	GO:0005886
Os10g0326900	GO:0004674
Os04g0596500	GO:0006414
Os04g0596500	GO:0003746
Os04g0596500	GO:0006412
Os04g0596500	GO:0003924
Os05g0177000	GO:0031146
Os05g0177000	GO:0019005
Os01g0757900	GO:0000287
Os01g0757900	GO:0043136
Os01g0757900	GO:0006114
Os03g0266800	GO:0005886
Os03g0266800	GO:0004674
Os03g0266800	GO:0046777
Os10g0477800	GO:0006606
Os10g0477800	GO:0005737
Os10g0477800	GO:0008139
Os10g0536700	GO:0004601
Os10g0536700	GO:0009506
Os10g0536700	GO:0009505
Os09g0550600	GO:0006468
Os09g0550600	GO:0005886
Os09g0550600	GO:0004674
Os03g0778000	GO:0043565
Os03g0778000	GO:0080142
Os03g0778000	GO:0005634
Os03g0778000	GO:0003700
Os05g0397800	GO:0005737
Os06g0726400	GO:0003844
Os06g0726400	GO:0005975
Os06g0726400	GO:0009501
Os06g0726400	GO:0005982
Os04g0616000	GO:0005886
Os05g0513800	GO:0005525
Os05g0513800	GO:0005886
Os05g0513800	GO:0005634
Os05g0513800	GO:0000902
Os05g0513800	GO:0005737
Os05g0513800	GO:0019901
Os05g0513800	GO:0007015
Os05g0513800	GO:0030036
Os05g0513800	GO:0003924
Os05g0513800	GO:0031532
Os05g0513800	GO:0030838
Os05g0513800	GO:0007266
Os05g0513800	GO:0016477
Os05g0513800	GO:0005856
Os08g0494350	GO:0009451
Os06g0718400	GO:0046658
Os02g0643200	GO:0009944
Os02g0643200	GO:2000024
Os02g0643200	GO:0045165
Os02g0643200	GO:0005634
Os02g0643200	GO:0010154
Os02g0643200	GO:0010158
Os02g0643200	GO:1902183
Os02g0504800	GO:0045300
Os02g0504800	GO:0006631
Os02g0504800	GO:0009570
Os01g0110100	GO:0005794
Os01g0110100	GO:0006817
Os01g0110100	GO:0005886
Os01g0110100	GO:0015114
Os01g0110100	GO:0016036
Os01g0110100	GO:0005802
Os09g0382300	GO:0000079
Os09g0382300	GO:0016538
Os09g0382300	GO:0005634
Os09g0382300	GO:0008284
Os09g0382300	GO:0005737
Os09g0382300	GO:0000278
Os09g0382300	GO:0019901
Os09g0382300	GO:0045787
Os09g0382300	GO:0000307
Os09g0382300	GO:0007088
Os09g0382300	GO:0004672
Os11g0151300	GO:0042273
Os11g0151300	GO:0022625
Os11g0151300	GO:0003723
Os11g0151300	GO:0003735
Os11g0151300	GO:0002181
Os09g0482400	GO:0051082
Os09g0482400	GO:0009408
Os09g0482400	GO:0005886
Os09g0482400	GO:0005829
Os09g0482400	GO:0009986
Os09g0482400	GO:0005737
Os09g0482400	GO:0048471
Os09g0482400	GO:0050821
Os09g0482400	GO:0032991
Os09g0482400	GO:0034605
Os09g0482400	GO:0005515
Os11g0609500	GO:0006468
Os11g0609500	GO:0005886
Os11g0609500	GO:0004674
Os02g0730600	GO:0009705
Os08g0558600	GO:0006887
Os08g0558600	GO:0005484
Os08g0558600	GO:0031201
Os08g0558600	GO:0006906
Os08g0558600	GO:0000149
Os01g0939500	GO:0016149
Os01g0939500	GO:0002184
Os01g0939500	GO:0005829
Os01g0939500	GO:1990825
Os01g0939500	GO:0018444
Os01g0598600	GO:0004190
Os01g0598600	GO:0006508
Os01g0598600	GO:0030163
Os08g0103400	GO:0005794
Os08g0103400	GO:0005783
Os08g0103400	GO:0018230
Os08g0103400	GO:0019706
Os08g0103400	GO:0006612
Os04g0584700	GO:0009451
Os08g0143700	GO:0044255
Os03g0851800	GO:0004592
Os03g0851800	GO:0033317
Os01g0780800	GO:0005634
Os01g0780800	GO:0005829
Os02g0167700	GO:0016567
Os02g0167700	GO:0005634
Os02g0167700	GO:0010265
Os01g0958100	GO:0005047
Os01g0958100	GO:0006605
Os01g0958100	GO:0016020
Os01g0958100	GO:0003924
Os05g0367400	GO:0009229
Os05g0367400	GO:0004788
Os07g0635200	GO:0004497
Os04g0290800	GO:0032502
Os04g0290800	GO:0009941
Os04g0290800	GO:0010224
Os04g0290800	GO:0005739
Os06g0693500	GO:0042273
Os06g0693500	GO:0022625
Os06g0693500	GO:0030687
Os02g0722001	GO:0004831
Os03g0206100	GO:0008017
Os03g0206100	GO:0005737
Os03g0206100	GO:0051225
Os03g0206100	GO:0005880
Os03g0206100	GO:0007098
Os03g0206100	GO:0005813
Os09g0537700	GO:0005576
Os09g0537700	GO:0006401
Os09g0537700	GO:0004521
Os09g0474000	GO:0043565
Os09g0474000	GO:0044212
Os09g0474000	GO:0005634
Os09g0474000	GO:0003700
Os09g0474000	GO:0045893
Os06g0694000	GO:0009637
Os06g0694000	GO:0005634
Os06g0694000	GO:0005829
Os06g0694000	GO:0007623
Os06g0694000	GO:0019005
Os12g0556200	GO:0043565
Os12g0556200	GO:0080142
Os12g0556200	GO:0005634
Os12g0556200	GO:0003700
Os05g0512000	GO:0045944
Os05g0512000	GO:0070531
Os05g0512000	GO:0004842
Os05g0512000	GO:0005886
Os05g0512000	GO:0000724
Os05g0512000	GO:0035066
Os05g0512000	GO:0045717
