#GO	IC
0014041	10.139686
0014042	10.139686
0014043	10.139686
0014044	4.189043
0014045	3.005592
0014046	7.221915
0014047	6.584337
0014048	8.753391
0014049	8.753391
0014050	8.753391
0014051	9.041073
0014052	8.347926
0014053	8.347926
0014054	8.347926
0014055	10.832833
0014056	7.071633
0014057	10.832833
0014058	7.071633
0014059	7.071633
0014060	8.753391
0014061	8.753391
0014062	7.071633
0014063	7.071633
0014064	7.071633
0014065	8.193775
0014066	6.450806
0014067	6.450806
0014068	6.450806
0014069	10.832833
0014070	4.882190
0014071	4.882190
0014072	4.882190
0014073	4.882190
0014074	8.434937
0014075	5.201621
0014076	8.530248
0014701	5.080260
0014702	5.080260
0014703	2.474870
0014704	3.957601
0014705	1.765093
0014706	2.412371
0014707	2.412371
0014708	4.234324
0014709	4.234324
0014710	4.234324
0014711	5.720845
0014712	5.720845
0014713	5.720845
0014714	6.515345
0014715	6.515345
0014716	2.412371
0014717	5.276005
0014718	5.276005
0014719	0.922022
0014720	2.474870
0014721	2.474870
0014722	7.119261
0014723	7.119261
0014724	2.474870
0014725	5.720845
0014726	5.720845
0014727	5.720845
0014728	2.474870
0014729	3.554204
0014730	10.832833
0014731	4.592557
0014732	2.794644
0014733	3.886819
0014734	2.474870
0014735	3.886819
0014736	3.886819
0014737	3.886819
0014738	3.886819
0014739	3.886819
0014740	3.886819
0014741	5.835620
0014742	5.988646
0014743	3.886819
0014744	5.021692
0014745	5.245584
0014746	2.474870
0014747	2.474870
0014748	2.474870
0014801	4.943955
0014802	8.635608
0014803	4.943955
0014804	8.635608
0014805	2.474870
0014806	2.474870
0014807	5.732966
0014808	6.344196
0014809	2.044087
0014810	2.044087
0014811	2.044087
0014812	10.832833
0014813	6.515345
0014814	8.886923
0014815	5.276005
0014816	6.515345
0014817	7.221915
0014818	10.832833
0014819	2.474870
0014820	2.474870
0014821	2.474870
0014822	7.536996
0014823	1.520207
0014824	2.474870
0014825	2.474870
0014826	2.474870
0014827	2.474870
0014828	2.474870
0014829	2.474870
0014830	2.474870
0014831	2.474870
0014832	2.474870
0014833	2.412371
0014834	6.613325
0014835	4.189043
0014836	4.189043
0014837	8.193775
0014838	4.189043
0014839	10.832833
0014841	8.886923
0014842	6.584337
0014843	6.584337
0014844	8.886923
0014845	2.474870
0014846	2.474870
0014847	2.474870
0014848	2.474870
0014849	2.474870
0014850	1.520207
0014852	2.474870
0014853	2.474870
0014854	1.520207
0014855	8.886923
0014856	8.886923
0014857	6.584337
0014858	7.367097
0014859	7.942461
0014860	10.832833
0014861	2.474870
0014862	2.474870
0014863	1.520207
0014864	1.520207
0014865	1.520207
0014866	6.705698
0014868	3.554204
0014869	1.520207
0014870	1.520207
0014871	3.554204
0014872	5.448338
0014873	1.520207
0014874	1.520207
0014875	1.520207
0014876	5.485725
0014877	1.520207
0014878	1.520207
0014879	1.520207
0014880	3.554204
0014881	3.886819
0014882	3.886819
0014883	3.886819
0014884	1.520207
0014885	7.536996
0014886	3.886819
0014887	2.325488
0014888	2.325488
0014889	2.474870
0014890	2.474870
0014891	2.325488
0014893	1.520207
0014894	1.520207
0014895	2.474870
0014896	2.474870
0014897	2.474870
0014898	2.325488
0014899	2.325488
0014900	2.474870
0014901	0.922022
0014902	8.434937
0014904	8.434937
0014905	8.434937
0014906	8.434937
0014908	8.434937
0014909	10.832833
0014910	5.770238
0014911	5.770238
0014912	5.770238
0014914	5.973020
0014915	3.554204
0014916	3.554204
0015002	9.223395
0015008	7.536996
0015009	6.402016
0015010	5.291569
0015011	5.291569
0015012	10.832833
0015013	10.832833
0015014	5.607086
0015015	10.832833
0015016	10.832833
0015018	8.124783
0015019	6.450806
0015020	8.124783
0015021	5.869988
0015022	10.832833
0015024	3.710773
0015026	9.446538
0015027	9.446538
0015028	9.446538
0015030	7.942461
0015031	4.310740
0015033	10.139686
0015035	8.193775
0015036	6.941012
0015037	7.999619
0015038	7.999619
0015039	3.434659
0015042	6.941012
0015043	8.347926
0015044	10.832833
0015045	10.832833
0015046	10.832833
0015047	8.347926
0015048	3.434659
0015049	5.480975
0015050	3.732806
0015052	9.734220
0015054	8.635608
0015055	9.734220
0015056	9.734220
0015057	8.635608
0015065	9.734220
0015066	5.539528
0015067	5.070781
0015068	5.070781
0015069	5.070781
0015071	5.462195
0015074	9.446538
0015075	4.031550
0015077	5.183858
0015078	5.352194
0015079	6.881589
0015080	6.012551
0015081	7.942461
0015082	4.614233
0015083	4.031550
0015084	4.031550
0015085	6.901007
0015086	7.942461
0015087	10.832833
0015088	8.267883
0015089	10.832833
0015090	7.500628
0015091	7.500628
0015092	7.500628
0015093	9.223395
0015094	4.031550
0015095	7.697338
0015097	6.012551
0015098	9.734220
0015099	6.012551
0015100	6.012551
0015101	8.530248
0015103	6.150701
0015104	6.150701
0015105	9.734220
0015106	5.323444
0015107	6.150701
0015108	8.753391
0015109	6.150701
0015110	4.869253
0015111	6.150701
0015112	7.277485
0015113	6.150701
0015114	7.654779
0015115	6.150701
0015116	8.886923
0015117	9.734220
0015118	6.150701
0015119	6.584337
0015120	8.635608
0015121	10.139686
0015122	10.139686
0015123	7.336325
0015124	7.336325
0015125	7.221915
0015126	7.221915
0015127	7.195247
0015128	8.530248
0015129	10.832833
0015130	7.336325
0015131	9.041073
0015132	9.734220
0015133	7.336325
0015134	7.336325
0015135	7.336325
0015136	10.832833
0015137	9.734220
0015138	7.788310
0015139	9.734220
0015140	8.530248
0015141	9.446538
0015142	9.446538
0015143	5.323444
0015144	5.912852
0015145	7.431635
0015146	9.734220
0015147	10.832833
0015148	10.832833
0015149	7.942461
0015150	7.942461
0015151	9.446538
0015152	10.139686
0015153	7.942461
0015154	7.500628
0015155	7.500628
0015156	7.500628
0015157	7.500628
0015158	7.500628
0015159	5.912852
0015160	5.912852
0015161	5.912852
0015162	7.249314
0015163	7.336325
0015164	5.645447
0015165	6.961632
0015166	8.434937
0015167	5.912852
0015168	10.139686
0015169	5.323444
0015170	8.434937
0015171	6.123303
0015172	8.530248
0015173	9.446538
0015174	8.267883
0015175	7.837100
0015177	9.041073
0015178	9.223395
0015179	7.277485
0015180	9.446538
0015181	9.446538
0015182	7.336325
0015183	10.832833
0015184	10.832833
0015185	9.734220
0015186	9.223395
0015187	8.347926
0015188	4.501331
0015189	9.041073
0015190	4.501331
0015191	7.277485
0015192	4.501331
0015193	9.446538
0015194	10.832833
0015195	4.501331
0015196	4.501331
0015197	5.732966
0015198	6.881589
0015199	10.139686
0015200	10.139686
0015201	4.577083
0015202	10.139686
0015203	8.434937
0015204	9.041073
0015205	7.195247
0015206	8.753391
0015207	10.139686
0015208	10.139686
0015209	8.530248
0015210	8.530248
0015211	10.832833
0015212	8.267883
0015213	8.267883
0015214	8.267883
0015215	6.920810
0015216	7.026170
0015217	7.837100
0015218	6.920810
0015220	10.832833
0015221	7.221915
0015222	8.347926
0015224	8.193775
0015225	10.832833
0015226	10.832833
0015227	10.139686
0015228	10.139686
0015229	10.832833
0015230	10.832833
0015231	10.832833
0015232	7.942461
0015233	7.336325
0015234	10.139686
0015235	5.485725
0015236	3.463232
0015237	3.463232
0015238	10.139686
0015239	10.139686
0015240	8.530248
0015241	9.041073
0015242	5.623347
0015243	9.041073
0015244	9.041073
0015245	9.734220
0015246	9.734220
0015247	10.832833
0015248	7.221915
0015249	5.980802
0015250	7.195247
0015251	6.843849
0015252	6.843849
0015254	10.139686
0015255	8.434937
0015264	10.139686
0015265	9.041073
0015266	7.249314
0015267	5.980802
0015268	5.980802
0015269	7.999619
0015270	10.832833
0015271	10.139686
0015272	9.446538
0015273	9.446538
0015274	10.832833
0015275	8.267883
0015276	8.635608
0015277	10.139686
0015278	9.446538
0015279	8.267883
0015280	10.832833
0015281	6.843849
0015284	9.223395
0015285	5.980802
0015286	5.980802
0015287	9.041073
0015288	3.463232
0015290	5.159509
0015291	5.159509
0015292	9.041073
0015293	5.965298
0015294	5.965298
0015295	6.045341
0015296	9.223395
0015297	5.965298
0015298	6.961632
0015299	7.143953
0015300	5.965298
0015301	7.613957
0015302	9.446538
0015304	8.753391
0015306	10.832833
0015308	8.530248
0015309	9.041073
0015310	7.143953
0015311	4.577083
0015312	8.434937
0015313	9.041073
0015314	7.221915
0015315	10.139686
0015317	6.045341
0015318	4.087596
0015319	8.124783
0015320	6.045341
0015321	7.654779
0015322	5.159509
0015324	5.159509
0015325	5.323444
0015326	8.267883
0015327	8.886923
0015328	7.837100
0015329	6.045341
0015330	8.267883
0015333	7.195247
0015334	10.832833
0015338	6.843849
0015341	9.223395
0015343	3.463232
0015344	3.463232
0015345	5.323444
0015346	6.045341
0015347	5.323444
0015349	5.159509
0015350	10.832833
0015351	7.195247
0015353	5.159509
0015354	8.530248
0015355	10.139686
0015357	6.045341
0015359	6.123303
0015360	6.045341
0015361	7.195247
0015362	7.195247
0015364	7.195247
0015365	7.195247
0015366	8.530248
0015367	10.832833
0015368	8.124783
0015369	8.267883
0015370	10.139686
0015371	10.139686
0015373	10.832833
0015374	5.645447
0015375	5.645447
0015377	10.139686
0015378	10.832833
0015379	10.139686
0015380	7.613957
0015381	8.886923
0015382	8.886923
0015383	8.886923
0015384	7.613957
0015385	8.434937
0015386	8.267883
0015387	6.881589
0015388	6.881589
0015389	7.574736
0015390	10.139686
0015391	9.223395
0015392	7.195247
0015394	8.267883
0015395	8.267883
0015396	8.267883
0015397	8.267883
0015398	10.139686
0015399	5.412298
0015400	7.942461
0015401	9.041073
0015402	10.139686
0015403	10.139686
0015404	5.159509
0015405	5.485725
0015407	7.431635
0015408	7.500628
0015409	9.734220
0015410	10.139686
0015411	5.645447
0015412	9.734220
0015413	6.012551
0015414	7.277485
0015415	10.832833
0015416	5.485725
0015417	8.434937
0015418	10.139686
0015419	8.886923
0015420	5.485725
0015421	6.881589
0015422	7.500628
0015423	9.223395
0015424	6.123303
0015425	6.123303
0015426	6.123303
0015430	5.323444
0015431	10.832833
0015432	7.221915
0015433	5.732966
0015434	7.942461
0015436	5.912852
0015437	10.832833
0015438	7.249314
0015439	7.942461
0015440	5.732966
0015441	5.912852
0015444	7.697338
0015445	6.012551
0015446	10.139686
0015450	8.753391
0015451	5.412298
0015452	5.412298
0015453	5.412298
0015454	5.412298
0015455	5.912852
0015456	5.912852
0015457	2.498841
0015458	6.289538
0015459	10.832833
0015460	2.498841
0015462	8.434937
0015463	7.249314
0015464	5.570143
0015467	9.446538
0015471	8.267883
0015473	3.463232
0015474	3.463232
0015475	3.463232
0015476	3.463232
0015478	7.500628
0015481	9.223395
0015483	7.221915
0015485	10.832833
0015486	6.689698
0015487	6.689698
0015488	5.645447
0015489	7.942461
0015490	7.942461
0015491	7.119261
0015492	6.045341
0015493	6.045341
0015494	6.045341
0015495	6.045341
0015496	9.734220
0015497	7.942461
0015498	5.623347
0015499	7.336325
0015501	5.645447
0015502	8.434937
0015503	6.881589
0015504	8.530248
0015505	9.223395
0015506	8.267883
0015508	4.501331
0015509	7.336325
0015510	4.501331
0015511	10.832833
0015512	4.501331
0015513	9.446538
0015514	6.150701
0015515	9.446538
0015516	9.446538
0015517	10.139686
0015518	6.689698
0015519	6.689698
0015520	5.323444
0015523	6.689698
0015526	6.584337
0015527	7.654779
0015528	6.689698
0015529	6.689698
0015530	7.336325
0015531	6.045341
0015532	9.734220
0015533	6.045341
0015535	9.446538
0015536	8.267883
0015537	8.267883
0015538	10.832833
0015539	6.689698
0015540	6.045341
0015541	4.869253
0015542	6.689698
0015544	9.041073
0015545	3.463232
0015546	5.623347
0015547	7.336325
0015548	3.463232
0015549	10.139686
0015550	7.336325
0015551	7.942461
0015552	9.041073
0015553	10.832833
0015554	9.446538
0015555	8.530248
0015556	7.788310
0015557	10.139686
0015558	7.195247
0015559	10.139686
0015561	9.446538
0015562	7.195247
0015563	3.463232
0015564	10.139686
0015565	4.501331
0015566	8.530248
0015567	4.087596
0015568	8.530248
0015569	7.195247
0015570	5.159509
0015571	5.789408
0015572	5.789408
0015573	10.139686
0015574	7.500628
0015575	10.832833
0015576	10.832833
0015577	5.912852
0015578	10.832833
0015579	8.753391
0015580	5.789408
0015581	9.223395
0015582	10.139686
0015584	7.500628
0015585	9.223395
0015586	10.832833
0015587	10.832833
0015588	5.912852
0015589	10.832833
0015590	5.789408
0015591	10.832833
0015592	5.789408
0015593	7.942461
0015594	8.434937
0015595	8.434937
0015598	7.277485
0015599	9.223395
0015603	9.734220
0015604	3.463232
0015605	6.584337
0015606	7.942461
0015607	5.323444
0015608	5.912852
0015609	7.500628
0015610	5.323444
0015611	7.431635
0015612	10.832833
0015614	10.832833
0015615	7.431635
0015616	10.139686
0015618	6.881589
0015619	10.139686
0015620	3.463232
0015621	3.463232
0015622	5.323444
0015623	9.734220
0015624	5.323444
0015625	5.323444
0015626	7.277485
0015627	2.550856
0015628	8.060244
0015629	6.881589
0015630	4.716941
0015631	5.651049
0015632	10.832833
0015633	10.832833
0015635	9.734220
0015636	9.734220
0015637	5.732966
0015638	10.139686
0015639	9.223395
0015640	7.249314
0015643	0.797396
0015645	7.837100
0015646	3.463232
0015647	7.249314
0015648	7.249314
0015649	6.689698
0015650	10.832833
0015651	10.139686
0015652	6.045341
0015653	10.139686
0015654	6.150701
0015655	5.645447
0015656	5.645447
0015657	5.645447
0015658	6.123303
0015659	7.336325
0015660	7.336325
0015661	9.041073
0015662	6.843849
0015663	6.920810
0015664	6.920810
0015665	9.041073
0015666	6.772390
0015667	5.462195
0015668	6.772390
0015669	9.734220
0015670	9.734220
0015671	9.734220
0015672	4.856482
0015673	5.356369
0015674	4.039367
0015675	9.734220
0015676	5.356369
0015677	10.832833
0015678	10.832833
0015679	10.832833
0015680	10.832833
0015681	6.268485
0015682	6.268485
0015683	7.367097
0015684	6.268485
0015685	9.734220
0015686	9.734220
0015687	4.579004
0015688	9.734220
0015689	8.886923
0015690	10.832833
0015691	7.697338
0015692	10.832833
0015693	7.119261
0015694	5.356369
0015695	7.613957
0015696	7.221915
0015697	9.223395
0015698	5.331574
0015699	5.331574
0015700	8.530248
0015701	4.579004
0015702	5.331574
0015703	5.331574
0015704	4.135798
0015705	5.331574
0015706	6.344196
0015707	5.331574
0015708	6.515345
0015709	9.041073
0015710	5.331574
0015711	4.579004
0015712	9.446538
0015713	8.124783
0015714	9.041073
0015715	6.344196
0015716	3.362609
0015717	8.434937
0015718	6.556167
0015719	6.556167
0015720	8.530248
0015721	6.087901
0015722	6.087901
0015723	6.584337
0015724	6.556167
0015725	7.999619
0015726	7.999619
0015727	10.139686
0015728	6.556167
0015729	8.434937
0015730	5.490498
0015731	7.306472
0015732	8.753391
0015733	6.556167
0015734	3.510322
0015735	6.556167
0015736	6.556167
0015737	6.556167
0015738	6.556167
0015739	10.139686
0015740	7.048643
0015741	10.832833
0015742	9.446538
0015743	7.788310
0015744	8.635608
0015745	7.048643
0015746	9.446538
0015747	4.579004
0015748	5.739083
0015749	7.048643
0015750	9.446538
0015751	10.139686
0015752	10.832833
0015753	10.832833
0015754	7.613957
0015755	8.530248
0015756	7.613957
0015757	10.139686
0015758	8.530248
0015759	10.139686
0015760	9.446538
0015761	10.832833
0015762	7.613957
0015763	5.339771
0015764	5.339771
0015765	8.886923
0015766	7.048643
0015767	7.048643
0015768	9.041073
0015769	7.048643
0015770	7.195247
0015771	7.048643
0015772	7.048643
0015773	7.500628
0015774	10.139686
0015775	10.139686
0015776	10.139686
0015777	5.339771
0015778	5.564975
0015779	5.036775
0015780	6.300233
0015781	6.658445
0015782	4.579004
0015783	8.530248
0015784	8.530248
0015785	7.654779
0015786	8.124783
0015787	10.832833
0015788	9.734220
0015789	9.734220
0015790	8.434937
0015791	8.267883
0015792	8.267883
0015793	10.139686
0015794	4.579004
0015795	10.832833
0015796	5.564975
0015797	10.832833
0015798	8.635608
0015799	8.267883
0015800	7.942461
0015801	9.041073
0015802	8.060244
0015803	5.559833
0015804	7.367097
0015805	8.886923
0015806	8.530248
0015807	7.004191
0015808	9.041073
0015809	9.223395
0015810	10.832833
0015811	10.139686
0015812	9.041073
0015813	8.434937
0015814	6.584337
0015815	9.041073
0015816	4.039367
0015817	4.039367
0015818	4.039367
0015819	4.039367
0015820	4.039367
0015821	10.139686
0015822	9.223395
0015823	4.039367
0015824	8.886923
0015825	10.832833
0015826	4.039367
0015827	10.832833
0015828	4.039367
0015829	4.039367
0015830	6.584337
0015831	4.310740
0015833	4.222137
0015834	4.222137
0015835	3.510322
0015836	3.510322
0015837	9.734220
0015838	10.832833
0015839	10.139686
0015840	8.530248
0015841	9.734220
0015842	9.734220
0015843	9.734220
0015844	3.362609
0015845	9.223395
0015846	8.060244
0015847	7.613957
0015848	7.613957
0015849	5.036775
0015850	7.306472
0015851	6.515345
0015852	6.755295
0015853	8.753391
0015854	8.753391
0015855	8.193775
0015856	8.193775
0015857	8.193775
0015858	7.999619
0015859	7.999619
0015860	10.832833
0015861	8.267883
0015862	8.267883
0015863	7.999619
0015864	7.999619
0015865	6.463385
0015866	7.431635
0015867	7.169271
0015868	6.570153
0015869	4.425953
0015870	7.654779
0015871	9.734220
0015872	7.221915
0015873	3.362609
0015874	3.362609
0015876	7.697338
0015877	7.697338
0015878	10.832833
0015879	10.832833
0015880	9.446538
0015881	6.004519
0015882	10.139686
0015883	6.344196
0015884	10.139686
0015885	10.832833
0015886	8.886923
0015887	6.556167
0015888	10.139686
0015889	5.490498
0015890	6.344196
0015891	8.530248
0015892	8.530248
0015893	5.490498
0015894	8.193775
0015895	3.362609
0015896	6.556167
0015897	3.156823
0015898	7.613957
0015899	8.530248
0015900	5.490498
0015901	7.306472
0015902	5.490498
0015903	7.306472
0015904	6.004519
0015905	6.004519
0015906	6.004519
0015908	8.753391
0015909	8.753391
0015910	8.753391
0015911	7.788310
0015912	8.753391
0015913	8.753391
0015914	7.367097
0015915	2.498841
0015916	4.579004
0015917	10.832833
0015918	9.041073
0015919	7.741790
0015920	6.087901
0015921	6.087901
0015922	7.942461
0015923	7.536996
0015924	9.734220
0015925	7.398845
0015926	6.188442
0015927	10.139686
0015928	8.886923
0015929	9.041073
0015930	9.446538
0015931	5.227031
0015932	5.898359
0015934	5.234411
0015935	5.634336
0015936	7.888394
0015937	8.060244
0015938	9.734220
0015939	8.886923
0015940	8.886923
0015941	9.223395
0015942	10.832833
0015943	10.832833
0015944	10.832833
0015945	8.434937
0015946	8.434937
0015947	9.041073
0015948	7.942461
0015949	4.632324
0015950	5.421187
0015951	5.485725
0015952	9.734220
0015953	7.465537
0015954	8.124783
0015955	8.753391
0015956	5.015722
0015957	5.662349
0015958	8.347926
0015959	10.832833
0015960	5.662349
0015961	10.832833
0015962	10.832833
0015963	5.662349
0015964	10.832833
0015965	10.832833
0015966	5.662349
0015967	10.832833
0015968	5.628826
0015969	10.139686
0015970	10.139686
0015971	9.223395
0015972	5.485725
0015973	6.390181
0015974	9.223395
0015975	4.708149
0015976	10.139686
0015977	9.223395
0015978	10.139686
0015979	5.490498
0015980	5.842400
0015985	7.574736
0015986	7.574736
0015987	7.574736
0015988	9.446538
0015989	9.446538
0015990	9.446538
0015991	5.156079
0015992	5.156079
0015994	6.843849
0015995	7.613957
0015996	7.788310
0015998	7.788310
0015999	7.536996
0016000	7.536996
0016001	10.832833
0016002	9.734220
0016003	8.193775
0016004	9.041073
0016005	9.041073
0016006	2.948633
0016007	2.948633
0016008	2.948633
0016009	2.948633
0016010	7.999619
0016011	7.999619
0016012	7.999619
0016013	7.999619
0016014	7.999619
0016015	7.574736
0016017	3.163804
0016018	8.060244
0016019	10.832833
0016020	1.837544
0016021	4.642517
0016022	8.434937
0016023	4.178680
0016024	7.654779
0016027	7.999619
0016028	6.300233
0016029	8.635608
0016030	1.050271
0016031	10.139686
0016032	7.431635
0016033	7.500628
0016034	9.446538
0016035	10.139686
0016036	6.438384
0016037	0.922022
0016038	0.922022
0016039	0.922022
0016040	9.734220
0016041	10.832833
0016042	6.114334
0016043	2.610816
0016044	5.115805
0016045	9.734220
0016046	10.832833
0016047	8.060244
0016048	10.832833
0016049	4.998022
0016050	6.237713
0016051	5.109248
0016052	5.403487
0016053	4.528384
0016054	5.795880
0016055	5.656683
0016056	8.267883
0016057	8.886923
0016058	8.886923
0016059	4.828946
0016060	5.898359
0016061	8.124783
0016062	8.267883
0016063	6.070659
0016064	6.476124
0016066	10.832833
0016067	10.832833
0016068	4.938430
0016069	6.476124
0016070	3.199463
0016071	4.665316
0016072	5.149253
0016073	7.367097
0016074	7.697338
0016075	7.654779
0016076	9.734220
0016077	9.734220
0016078	8.530248
0016079	10.832833
0016080	9.041073
0016081	8.886923
0016082	4.686503
0016084	8.124783
0016085	8.124783
0016087	8.124783
0016089	6.402016
0016090	5.849226
0016091	5.575337
0016092	7.398845
0016093	7.837100
0016094	8.347926
0016095	9.734220
0016096	5.264488
0016097	7.398845
0016098	10.832833
0016099	10.832833
0016100	10.832833
0016101	6.941012
0016102	7.306472
0016103	8.635608
0016104	7.888394
0016105	7.574736
0016106	7.741790
0016107	10.139686
0016108	7.367097
0016109	7.654779
0016110	9.734220
0016111	5.745236
0016112	5.745236
0016113	5.745236
0016114	6.079243
0016115	8.193775
0016116	7.367097
0016117	7.654779
0016118	9.734220
0016119	7.788310
0016120	9.041073
0016121	8.193775
0016122	8.124783
0016123	8.635608
0016124	10.139686
0016125	6.450806
0016126	7.277485
0016127	10.139686
0016128	6.982685
0016129	7.169271
0016130	10.139686
0016131	7.004191
0016132	7.195247
0016133	10.139686
0016134	9.223395
0016135	9.223395
0016136	9.223395
0016137	9.223395
0016138	9.223395
0016139	10.139686
0016140	9.223395
0016141	9.223395
0016142	10.139686
0016143	5.965298
0016144	7.004191
0016145	7.119261
0016149	9.041073
0016150	8.434937
0016151	9.223395
0016152	8.434937
0016153	6.123303
0016154	6.476124
0016155	7.888394
0016156	7.465537
0016157	7.942461
0016158	4.610256
0016159	8.267883
0016160	8.193775
0016161	8.530248
0016162	5.156079
0016163	8.886923
0016165	8.753391
0016166	10.139686
0016167	5.570143
0016168	9.041073
0016169	9.041073
0016170	5.732966
0016174	8.060244
0016175	7.999619
0016176	6.178872
0016177	6.689698
0016178	6.755295
0016179	6.689698
0016180	7.613957
0016181	2.498841
0016182	4.030438
0016183	9.223395
0016185	10.832833
0016188	6.237713
0016189	6.333023
0016190	9.041073
0016191	8.886923
0016192	4.406344
0016193	6.390181
0016194	7.398845
0016195	7.398845
0016196	6.390181
0016197	6.705698
0016198	8.267883
0016199	8.267883
0016200	7.119261
0016201	8.267883
0016202	4.234324
0016203	2.474870
0016204	7.999619
0016205	5.135739
0016206	6.789781
0016207	9.041073
0016208	9.734220
0016209	6.012551
0016210	4.949510
0016211	8.886923
0016212	10.832833
0016213	10.832833
0016214	10.832833
0016215	10.832833
0016216	3.434659
0016217	2.850416
0016219	6.961632
0016220	7.431635
0016222	4.943955
0016223	6.268485
0016224	10.139686
0016225	10.832833
0016226	7.249314
0016228	7.613957
0016229	9.041073
0016230	9.041073
0016231	9.734220
0016232	7.574736
0016233	8.434937
0016234	0.462973
0016235	0.462973
0016236	6.901007
0016237	9.446538
0016238	6.258122
0016239	10.832833
0016240	7.004191
0016241	9.223395
0016242	10.832833
0016243	6.355496
0016244	6.450806
0016245	7.697338
0016246	6.901007
0016247	10.832833
0016248	10.832833
0016249	4.219448
0016250	2.850416
0016251	8.434937
0016253	10.139686
0016254	5.898359
0016255	9.223395
0016256	8.347926
0016257	8.347926
0016258	8.347926
0016259	6.278956
0016260	6.738488
0016261	8.124783
0016262	10.139686
0016263	9.734220
0016264	8.267883
0016266	8.193775
0016267	8.193775
0016268	8.193775
0016269	8.193775
0016270	8.193775
0016272	9.223395
0016273	7.999619
0016274	7.999619
0016275	7.999619
0016276	9.446538
0016277	9.734220
0016278	7.249314
0016279	7.249314
0016280	5.920178
0016281	8.635608
0016282	10.832833
0016283	10.139686
0016286	7.999619
0016287	6.613325
0016288	6.096634
0016289	7.574736
0016290	8.530248
0016291	8.530248
0016292	8.530248
0016293	8.530248
0016294	9.734220
0016295	10.139686
0016296	10.139686
0016297	7.942461
0016298	6.070659
0016300	10.139686
0016301	3.521614
0016302	4.610256
0016303	10.832833
0016307	8.060244
0016308	8.886923
0016309	8.060244
0016310	3.033489
0016311	4.399893
0016312	10.139686
0016314	7.837100
0016315	9.734220
0016316	9.446538
0016318	5.264488
0016319	2.412371
0016320	9.734220
0016321	6.413992
0016322	5.973020
0016323	9.223395
0016324	7.741790
0016325	6.413992
0016327	7.431635
0016328	9.734220
0016330	5.268312
0016331	9.734220
0016332	7.697338
0016333	9.734220
0016334	7.697338
0016335	9.734220
0016336	7.697338
0016337	9.446538
0016338	9.446538
0016339	9.446538
0016340	10.832833
0016342	7.999619
0016344	5.335664
0016345	5.335664
0016346	5.335664
0016348	3.863982
0016349	2.412371
0016350	3.385081
0016358	2.412371
0016359	7.048643
0016360	2.412371
0016361	5.673777
0016362	5.673777
0016363	9.446538
0016400	6.570153
0016401	8.347926
0016402	8.347926
0016403	7.999619
0016404	5.212432
0016405	7.249314
0016406	5.920178
0016407	5.697034
0016408	7.942461
0016409	7.613957
0016410	6.237713
0016411	7.536996
0016412	8.635608
0016413	6.613325
0016414	5.920178
0016415	4.949510
0016416	5.920178
0016417	7.536996
0016418	10.832833
0016419	10.832833
0016420	9.446538
0016421	9.446538
0016422	10.139686
0016423	8.434937
0016424	8.434937
0016425	7.741790
0016426	9.734220
0016427	10.832833
0016428	10.832833
0016429	10.139686
0016430	10.832833
0016431	10.139686
0016432	5.421187
0016433	9.223395
0016434	9.223395
0016435	9.734220
0016436	8.530248
0016437	8.060244
0016438	7.169271
0016439	7.613957
0016440	7.026170
0016441	5.965298
0016442	10.139686
0016443	9.041073
0016444	8.886923
0016445	4.686503
0016446	4.686503
0016447	4.686503
0016448	7.536996
0016449	7.536996
0016450	7.536996
0016451	7.536996
0016452	7.536996
0016453	9.041073
0016454	9.734220
0016455	6.227663
0016456	3.539135
0016457	6.502099
0016458	5.403487
0016459	2.550856
0016460	2.550856
0016461	2.550856
0016462	4.419374
0016463	10.832833
0016464	8.886923
0016465	4.324064
0016469	6.843849
0016470	7.367097
0016471	8.530248
0016472	4.488952
0016473	4.488952
0016474	4.488952
0016475	9.041073
0016476	7.837100
0016477	10.832833
0016478	7.048643
0016479	9.446538
0016480	10.832833
0016481	5.194478
0016482	7.277485
0016483	6.178872
0016485	6.920810
0016486	4.692948
0016487	10.139686
0016488	9.734220
0016489	5.570143
0016490	4.474990
0016491	3.434659
0016492	8.635608
0016493	8.635608
0016494	8.635608
0016495	8.635608
0016496	8.635608
0016497	8.635608
0016498	8.635608
0016499	8.635608
0016500	5.287655
0016501	9.734220
0016502	5.570143
0016503	9.734220
0016504	10.139686
0016505	10.139686
0016507	5.159509
0016508	10.832833
0016509	9.223395
0016510	9.041073
0016513	6.528768
0016514	9.734220
0016515	5.570143
0016516	6.020648
0016517	5.570143
0016518	5.570143
0016519	9.734220
0016520	9.734220
0016521	8.124783
0016522	9.734220
0016524	5.570143
0016525	5.732966
0016526	9.734220
0016528	0.773196
0016529	3.537098
0016530	9.041073
0016531	9.446538
0016532	10.832833
0016533	6.463385
0016534	8.886923
0016535	8.886923
0016537	7.367097
0016538	6.807481
0016539	6.920810
0016540	9.446538
0016542	0.000000
0016543	0.000000
0016544	0.000000
0016545	0.000000
0016546	0.000000
0016547	4.614233
0016548	6.658445
0016549	6.105445
0016553	7.888394
0016554	8.347926
0016555	7.888394
0016556	6.807481
0016557	6.489027
0016558	7.837100
0016559	7.613957
0016560	9.446538
0016561	6.150701
0016562	10.832833
0016567	4.124749
0016568	4.492473
0016569	4.876995
0016570	4.895296
0016571	6.268485
0016572	7.741790
0016573	6.079243
0016574	9.041073
0016575	6.438384
0016576	10.832833
